"plot","census","dominant_PFT","acom","bcom","ccom","minDBHcom","maxDBHcom","maxDBHdead","pattern","nb_trees","nb_deaths"
"T1001","2015-2020","EB-tree",-2.92670361414236,-0.144856767840727,-0.125243350955211,0.986760647,63.5028222936662,9.994930426,"Declined",221,28
"T1002","2015-2020","EB-tree",-3.28660880195816,0.0573538400726651,-0.506115719533825,0.986760647,41.985073987642,27.50197417,"U-shaped",302,41
"T1003","2015-2020","EB-tree",-3.51432334327689,0.111444986799977,-0.824618118215034,1.11408460164327,38.0062004103446,33.10422816,"U-shaped",213,22
"T1004","2015-2020","EB-tree",-3.02503557058968,0.0675105632631608,-0.67431080327462,1.11408460164327,48.287609734081,41.41211619,"U-shaped",227,35
"T1005","2015-2020","EB-tree",-2.03183563283254,-0.0626319104890796,0.155430483017028,1.11408460164327,43.3856374868507,33.19972113,"Unimodal",259,116
"T1006","2015-2020","EB-tree",-2.12231805760994,0.0622370018148083,-0.939256622374633,0.986760647,54.494652514665,25.8149317695054,"U-shaped",229,61
"T1007","2015-2020","EB-tree",-2.72249177961968,-0.0405952116557348,-0.166816256967602,0.986760647169751,47.5873279844767,19.00310021,"Declined",264,54
"T1008","2015-2020","EB-tree",-2.7321721968458,-0.0113978719044055,-0.642563367940811,0.986760647169751,43.7039473730345,21.99521314,"Declined",277,44
"T1009","2015-2020","EB-tree",-2.77500295620699,0.0199653797762596,-0.932522538076806,0.986760647,47.7146519389502,18.58929735,"U-shaped",255,33
"T1010","2015-2020","DB-tree",-2.57888953011631,-0.00982522541639569,-0.184143617356805,0.999493042617103,39.9001442331382,31.40000022,"Declined",302,79
"T1011","2015-2020","DB-tree",-3.46047282326118,0.0173469001629187,-0.226961037435628,0.999493042617103,46.4987081737281,26.00000032,"U-shaped",270,34
"T1012","2015-2020","EB-tree",-2.8820319294862,0.0365945638419996,-0.667169225760802,0.999493042617103,36.5005946486953,29.1000012,"U-shaped",451,80
"T1013","2015-2020","DB-tree",-2.42869477319303,0.0146614624848674,-0.546983255165493,0.999493042617103,43.7007642741726,40.60001218,"U-shaped",442,105
"T1014","2015-2020","EB-tree",-2.48072175085895,-0.00831535524486151,-0.412473422509132,0.999493042617103,47.3995251516283,35.79999459,"Declined",536,133
"T1015","2015-2020","EB-tree",-2.89891760400261,0.025160090703521,-0.54464776717937,0.999493042617103,38.99999571,38.99999571,"U-shaped",598,104
"T1016","2015-2020","EB-tree",-2.61782782312828,-0.0853552192805852,-0.743057740159,0.999493042617103,44.0986516319024,11.40000119,"Declined",584,92
"T1017","2015-2020","EB-tree",-2.86372760750443,-0.00119014191711372,-0.297068464188089,1.00000011,37.5000876913124,30.10000036,"Declined",464,90
"T1018","2015-2020","EB-tree",-2.41300724756496,-0.0394824106200569,-0.375557782076986,0.986760647,34.1864817761391,19.60788899,"Declined",574,145
"T1019","2015-2020","EB-tree",-1.89027553254821,0.00869560163101394,-1.24820399063113,0.986760647,35.014087480217,10.31324031,"Declined",775,216
"T1020","2015-2020","EB-tree",-1.9574795473376,0.00927709255102729,-0.949519430241913,0.986760647,28.297748881739,12.79605742,"Declined",471,135
"T1101","2015-2020","EB-tree",-2.60791456748401,0.0179857367017715,-0.843213336169662,0.986760647,64.0121181115603,17.50704374,"U-shaped",323,57
"T1102","2015-2020","EB-tree",-2.90135347608638,0.0858662133851384,-0.724355944142175,0.986760647,40.99831334,40.99831334,"U-shaped",329,56
"T1103","2015-2020","EB-tree",-2.77619965039198,0.0167717105946821,-0.688316917010379,0.986760647,34.3138057306126,21.00845249,"Declined",301,49
"T1104","2015-2020","EB-tree",-2.21387749947706,0.0366078714021388,-0.502505360222457,0.986760647,41.1892992721825,33.90000288,"U-shaped",265,85
"T1105","2015-2020","EB-tree",-2.26824560803967,0.133944792948592,-1.08369490201152,0.986760647169751,30.2076081988417,20.6901426,"U-shaped",182,45
"T1106","2015-2020","EB-tree",-3.04666855228715,0.00813816546382227,-0.385449838211239,1.11408460164327,57.2957795130823,24.00056542,"U-shaped",233,35
